"","Call.Number","Date.Time","Location","Police.District","Nature.of.Call","Status","Last Updated"
"10852",230901215,"03/31/2023 05:20:50 PM","N 56TH ST / W MILL RD,MKE","4","ACC PDO","Service in Progress",NA
"10853",230901300,"03/31/2023 06:09:56 PM","N OAKLAND AV / E PROVIDENCE AV,MKE","1","ACC PDO","Service in Progress",NA
"10854",230901298,"03/31/2023 06:09:46 PM","3623 N 76TH ST,MKE","7","ROBBERY ARMED","Assignment Completed",NA
"10855",230901306,"03/31/2023 06:09:28 PM","601 W WELLS ST","1","PATROL","Service in Progress",NA
"10856",230901275,"03/31/2023 06:09:10 PM","1600 W WISCONSIN AV,MKE","3","ASSIGNMENT","Service in Progress",NA
"10857",230901261,"03/31/2023 06:08:40 PM","925 N MARTIN L KING JR DR,MKE","1","PROPERTY DAMAGE","Service in Progress",NA
"10858",230901305,"03/31/2023 06:06:38 PM","1903 W ARTHUR AV,MKE","2","FOLLOW UP","Assignment Completed",NA
"10859",230901288,"03/31/2023 06:06:16 PM","N 17TH ST / W NORTH AV,MKE","3","WELFARE CITIZEN","Unable to Locate Complainant",NA
"10860",230901174,"03/31/2023 06:05:21 PM","N 11TH ST / W LOCUST ST,MKE","5","THREAT","Unable to Locate Complainant",NA
"10861",230901244,"03/31/2023 06:00:30 PM","3951 N 13TH ST,MKE","5","ACC PDO","Service in Progress",NA
"10862",230901294,"03/31/2023 05:59:23 PM","1029 W OKLAHOMA AV,MKE","6","CALL FOR POLICE","Service in Progress",NA
"10863",230901296,"03/31/2023 05:58:06 PM","8731 W THURSTON AV,MKE","4","TRAFFIC STOP","Service in Progress",NA
"10864",230901293,"03/31/2023 05:56:34 PM","245 W LINCOLN AV,MKE","2","SPECIAL ASSIGN","Service in Progress",NA
"10865",230901255,"03/31/2023 05:55:31 PM","3826 N 27TH ST,MKE","5","CALL FOR POLICE","To be Filed",NA
"10866",230901290,"03/31/2023 05:54:34 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Assignment Completed",NA
"10867",230901245,"03/31/2023 05:52:31 PM","3828 N 16TH ST,MKE","5","THREAT","Assignment Completed",NA
"10868",230901284,"03/31/2023 05:50:35 PM","212 W WISCONSIN AV,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10869",230901283,"03/31/2023 05:50:24 PM","N SHERMAN BL / W NORTH AV,MKE","3","PATROL","Assignment Completed",NA
"10870",230901167,"03/31/2023 05:39:57 PM","7803 N 64TH CT,MKE","4","FAMILY TROUBLE","Advised",NA
"10871",230901240,"03/31/2023 05:32:08 PM","N 27TH ST / W VIENNA AV,MKE","5","ACC PI","To be Filed",NA
"10872",230901242,"03/31/2023 05:32:05 PM","8106 W APPLETON AV,MKE","7","NON PURSUIT NO P","Open Investigation",NA
"10873",230901215,"03/31/2023 05:20:50 PM","N 56TH ST / W MILL RD,MKE","4","ACC PDO","To be Filed",NA
"10874",230901230,"03/31/2023 06:14:47 PM","2502 W TAMARACK ST,MKE","3","TRBL W/SUBJ","Service in Progress",NA
"10875",230901313,"03/31/2023 06:13:49 PM","6929 W SILVER SPRING DR,MKE","4","INVESTIGATION","Service in Progress",NA
"10876",230901307,"03/31/2023 06:12:17 PM","8800 W BROWN DEER RD,MKE","4","BURG/AUD BUSINES","Service in Progress",NA
"10877",230901310,"03/31/2023 06:11:55 PM","4256 S 20TH ST,MKE","6","TRAFFIC STOP","Advised",NA
"10878",230901308,"03/31/2023 06:11:39 PM","704 W NATIONAL AV,MKE","2","WELFARE CITIZEN","Service in Progress",NA
"10879",230901309,"03/31/2023 06:10:25 PM","707 S 1ST ST,MKE","2","PROPERTY PICKUP","Assignment Completed",NA
"10880",230901285,"03/31/2023 05:52:56 PM","N 107TH ST / W BROWN DEER RD,MKE","4","TRAFFIC HAZARD","Advised",NA
"10881",230901321,"03/31/2023 06:23:59 PM","4023 N 40TH ST,MKE","7","FOLLOW UP","Assignment Completed",NA
"10882",230901304,"03/31/2023 06:23:33 PM","1004 N 10TH ST,MKE","1","THEFT","Unable to Locate Complainant",NA
"10883",230901317,"03/31/2023 06:19:08 PM","2333 N 49TH ST,MKE","3","SPECIAL ASSIGN","Service in Progress",NA
"10884",230901314,"03/31/2023 06:17:56 PM","6222 W FOND DU LAC AV,MKE","7","BATTERY","Advised",NA
"10885",230901315,"03/31/2023 06:17:35 PM","245 W LINCOLN AV,MKE","2","FOLLOW UP","Service in Progress",NA
"10886",230901311,"03/31/2023 06:16:07 PM","1350 E LOCUST ST,MKE","5","CALL FOR POLICE","Advised",NA
"10887",230901299,"03/31/2023 06:15:52 PM","2008 N 35TH ST,MKE","3","WELFARE CITIZEN","Advised",NA
"10888",230901308,"03/31/2023 06:11:39 PM","704 W NATIONAL AV,MKE","2","WELFARE CITIZEN","Advised",NA
"10889",230901261,"03/31/2023 06:08:40 PM","925 N MARTIN L KING JR DR,MKE","1","PROPERTY DAMAGE","Open Investigation",NA
"10890",230901289,"03/31/2023 05:54:28 PM","3955 N 13TH ST,MKE","5","FOLLOW UP","Assignment Completed",NA
"10891",230901196,"03/31/2023 05:51:03 PM","6805 W BROWN DEER RD,MKE","4","TRBL W/SUBJ","Advised",NA
"10892",230901273,"03/31/2023 05:48:36 PM","2515 N 38TH ST,MKE","3","BATTERY","Advised",NA
"10893",230901260,"03/31/2023 05:42:48 PM","1576 S LAYTON BL,MKE","2","OVERDOSE","To be Filed",NA
"10894",230901343,"03/31/2023 06:34:54 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Service in Progress",NA
"10895",230901335,"03/31/2023 06:34:14 PM","5246 N 44TH ST,MKE","4","WELFARE CITIZEN","Service in Progress",NA
"10896",230901341,"03/31/2023 06:33:10 PM","5800 S HOWELL AV,MKE","6","PATROL","Assignment Completed",NA
"10897",230901340,"03/31/2023 06:32:48 PM","116 W WISCONSIN AV,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10898",230901339,"03/31/2023 06:32:47 PM","5834 N 34TH ST,MKE","4","FORGERY","Service in Progress",NA
"10899",230901329,"03/31/2023 06:32:37 PM","2641 N 41ST ST,MKE","3","CALL FOR POLICE","Unable to Locate Complainant",NA
"10900",230901338,"03/31/2023 06:32:36 PM","N SHERMAN BL / W LISBON AV,MKE","3","PATROL","Assignment Completed",NA
"10901",230901330,"03/31/2023 06:30:50 PM","N 5TH ST / W GARFIELD AV,MKE","5","SHOTS FIRED","Service in Progress",NA
"10902",230901331,"03/31/2023 06:29:01 PM","6680 N TEUTONIA AV,MKE","4","RETURN STATION","Assignment Completed",NA
"10903",230901328,"03/31/2023 06:26:36 PM","749 W STATE ST,MKE","1","PRISONER TRANS","Assignment Completed",NA
"10904",230901327,"03/31/2023 06:26:33 PM","4444 N 26TH ST,MKE","5","VACANT HOUSE CHK","Assignment Completed",NA
"10905",230901028,"03/31/2023 06:25:45 PM","2333 N 49TH ST,MKE","3","PRISONER TRANS","Assignment Completed",NA
"10906",230901300,"03/31/2023 06:09:56 PM","N OAKLAND AV / E PROVIDENCE AV,MKE","1","ACC PDO","Unable to Locate Complainant",NA
"10907",230901258,"03/31/2023 05:39:56 PM","749 W STATE ST,MKE","1","RETURN STATION","Assignment Completed",NA
"10908",230901361,"03/31/2023 06:44:51 PM","S 76TH ST / W OKLAHOMA AV,MKE","6","ACC PDO","Service in Progress",NA
"10909",230901362,"03/31/2023 06:44:28 PM","6909 W FLORIST AV,MKE","4","FOLLOW UP","Service in Progress",NA
"10910",230901359,"03/31/2023 06:42:29 PM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10911",230901358,"03/31/2023 06:42:06 PM","W FOND DU LAC AV / W BALDWIN ST,MKE","7","PATROL","Service in Progress",NA
"10912",230901355,"03/31/2023 06:41:36 PM","S 1ST ST / W PIERCE ST,MKE","2","PROPERTY PICKUP","Assignment Completed",NA
"10913",230901352,"03/31/2023 06:39:20 PM","4450 N 26TH ST,MKE","5","VACANT HOUSE CHK","Assignment Completed",NA
"10914",230901350,"03/31/2023 06:38:21 PM","6929 W SILVER SPRING DR,MKE","4","OUT OF SERVICE","Assignment Completed",NA
"10915",230901348,"03/31/2023 06:36:23 PM","2759 N 84TH ST,MKE","7","DOCUMENTED CALL","Advised",NA
"10916",230901347,"03/31/2023 06:35:47 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Assignment Completed",NA
"10917",230901346,"03/31/2023 06:35:29 PM","5881 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10918",230901343,"03/31/2023 06:34:54 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Assignment Completed",NA
"10919",230901339,"03/31/2023 06:32:47 PM","5834 N 34TH ST,MKE","4","FORGERY","To be Filed",NA
"10920",230901315,"03/31/2023 06:17:35 PM","245 W LINCOLN AV,MKE","2","FOLLOW UP","To be Filed",NA
"10921",230901306,"03/31/2023 06:09:28 PM","601 W WELLS ST,MKE","1","PATROL","Assignment Completed",NA
"10922",230901149,"03/31/2023 06:54:26 PM","2343 N 50TH ST,MKE","3","TRBL W/SUBJ","Advised",NA
"10923",230901383,"03/31/2023 06:53:39 PM","6929 W SILVER SPRING DR,MKE","4","ASSIGNMENT","Assignment Completed",NA
"10924",230901382,"03/31/2023 06:53:34 PM","3626 W FOND DU LAC AV,MKE","7","OUT OF SERVICE","Assignment Completed",NA
"10925",230901374,"03/31/2023 06:52:23 PM","4544 W FOREST HOME AV,MKE","6","SHOPLIFTER","Service in Progress",NA
"10926",230901380,"03/31/2023 06:52:14 PM","2000 W GRANGE AV,MKE","6","PATROL","Assignment Completed",NA
"10927",230901372,"03/31/2023 06:49:48 PM","245 W LINCOLN AV,MKE","2","OUT OF SERVICE","Assignment Completed",NA
"10928",230901371,"03/31/2023 06:49:27 PM","2920 N VEL R PHILLIPS AV,MKE","5","OUT OF SERVICE","Assignment Completed",NA
"10929",230901333,"03/31/2023 06:49:23 PM","1606 N 35TH ST,MKE","3","PROPERTY DAMAGE","Service in Progress",NA
"10930",230901370,"03/31/2023 06:49:16 PM","749 W STATE ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"10931",230901368,"03/31/2023 06:48:21 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Assignment Completed",NA
"10932",230901366,"03/31/2023 06:47:20 PM","2333 N 49TH ST,MKE","3","OUT OF SERVICE","Assignment Completed",NA
"10933",230901365,"03/31/2023 06:47:08 PM","500 W KILBOURN AV,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"10934",230901364,"03/31/2023 06:45:25 PM","5937 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10935",230901362,"03/31/2023 06:44:28 PM","6909 W FLORIST AV,MKE","4","FOLLOW UP","Assignment Completed",NA
"10936",230901230,"03/31/2023 06:14:47 PM","2502 W TAMARACK ST,MKE","3","TRBL W/SUBJ","Advised",NA
"10937",230901294,"03/31/2023 05:59:23 PM","1029 W OKLAHOMA AV,MKE","6","PROPERTY PICKUP","Advised",NA
"10938",230901302,"03/31/2023 07:04:21 PM","2910 W CAPITOL DR,MKE","5","THREAT","Service in Progress",NA
"10939",230901406,"03/31/2023 07:03:53 PM","6931 S HOWELL","SPD","TRAFFIC STOP","Advised",NA
"10940",230901405,"03/31/2023 07:02:19 PM","749 W STATE ST,MKE","1","REPORTS","Service in Progress",NA
"10941",230901403,"03/31/2023 07:01:52 PM","4715 W VLIET ST,MKE","3","RETURN STATION","Assignment Completed",NA
"10942",230901398,"03/31/2023 06:59:37 PM","2333 N 49TH ST,MKE","3","SPECIAL ASSIGN","Assignment Completed",NA
"10943",230901397,"03/31/2023 06:58:53 PM","4263 S 20TH ST","SPD","TRAFFIC STOP","Advised",NA
"10944",230901396,"03/31/2023 06:58:49 PM","5800 S HOWELL AV,MKE","6","PATROL","Assignment Completed",NA
"10945",230901391,"03/31/2023 06:56:43 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Service in Progress",NA
"10946",230901389,"03/31/2023 06:56:19 PM","1400 E BRADY ST","1","PATROL","Assignment Completed",NA
"10947",230901335,"03/31/2023 06:34:14 PM","5246 N 44TH ST,MKE","4","WELFARE CITIZEN","Advised",NA
"10948",230901330,"03/31/2023 06:30:50 PM","N 5TH ST / W GARFIELD AV,MKE","5","SHOTS FIRED","Unable to Locate Complainant",NA
"10949",230901317,"03/31/2023 06:19:08 PM","2333 N 49TH ST,MKE","3","SPECIAL ASSIGN","Assignment Completed",NA
"10950",230901418,"03/31/2023 07:15:00 PM","W CAPITOL DR / N 76TH ST,MKE","7","ACC PI","Unable to Locate Complainant",NA
"10951",230901420,"03/31/2023 07:14:42 PM","200 W NATIONAL AV,MKE","2","SPECIAL ASSIGN","Service in Progress",NA
"10952",230901413,"03/31/2023 07:12:31 PM","6001 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10953",230901369,"03/31/2023 07:12:18 PM","W SILVER SPRING DR / W FOND DU LAC AV,MKE","4","ACC PI","Service in Progress",NA
"10954",230901202,"03/31/2023 07:12:03 PM","2828 N 74TH ST,MKE","7","NOISE NUISANCE","Unable to Locate Complainant",NA
"10955",230901312,"03/31/2023 07:11:32 PM","1160 W MONTANA ST,MKE","6","LANDLORD/TEN TRB","Service in Progress",NA
"10956",230901066,"03/31/2023 07:11:31 PM","2719 N BLAINE PL,MKE","7","TRBL W/SUBJ","Advised",NA
"10957",230901411,"03/31/2023 07:11:03 PM","5803 S MADELINE AV,MKE","6","FOLLOW UP","To be Filed",NA
"10958",230901229,"03/31/2023 07:09:05 PM","N 47TH ST / W HADLEY ST,MKE","7","ACC PDO","Service in Progress",NA
"10959",230901409,"03/31/2023 07:08:20 PM","5000 W CHAMBERS ST,MKE","7","HOSPITAL TO MCMH","Service in Progress",NA
"10960",230901410,"03/31/2023 07:08:04 PM","S 25TH ST / W NATIONAL AV,MKE","2","ABDUCTION","Assignment Completed",NA
"10961",230901042,"03/31/2023 07:05:32 PM","4155 N PORT WASHINGTON AV,MKE","5","SHOPLIFTER","Service in Progress",NA
"10962",230901316,"03/31/2023 07:05:02 PM","3029 N RICHARDS ST,MKE","5","WELFARE CITIZEN","Service in Progress",NA
"10963",230901302,"03/31/2023 07:04:21 PM","2910 W CAPITOL DR,MKE","5","THREAT","Advised",NA
"10964",230901397,"03/31/2023 06:58:53 PM","4263 S 20TH ST,MKE","6","TRAFFIC STOP","Advised",NA
"10965",230901389,"03/31/2023 06:56:19 PM","1400 E BRADY ST,MKE","1","PATROL","Assignment Completed",NA
"10966",230901370,"03/31/2023 06:49:16 PM","749 W STATE ST,MKE","1","ASSIGNMENT","Assignment Completed",NA
"10967",230901442,"03/31/2023 07:29:38 PM","5541 N TEUTONIA AV,MKE","4","BATTERY","Service in Progress",NA
"10968",230901444,"03/31/2023 07:29:21 PM","S 27TH ST / W HOWARD AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10969",230901443,"03/31/2023 07:28:53 PM","5800 S HOWELL AV,MKE","6","PATROL","Assignment Completed",NA
"10970",230901440,"03/31/2023 07:26:43 PM","6023 S HOWELL AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10971",230901439,"03/31/2023 07:26:35 PM","1522 W ORCHARD ST,MKE","2","FOLLOW UP","Assignment Completed",NA
"10972",230901402,"03/31/2023 07:26:20 PM","527 W GREENFIELD AV,MKE","2","NOTIFICATION","Service in Progress",NA
"10973",230901428,"03/31/2023 07:26:17 PM","245 W LINCOLN AV,MKE","2","PRISONER TRANS","Service in Progress",NA
"10974",230901435,"03/31/2023 07:24:47 PM","3286 N 10TH ST,MKE","5","ACC UNKN INJ","Service in Progress",NA
"10975",230901437,"03/31/2023 07:24:47 PM","350 N PLANKINTON AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"10976",230901431,"03/31/2023 07:22:13 PM","1817 N 12TH ST,MKE","3","BATTERY","Service in Progress",NA
"10977",230901422,"03/31/2023 07:21:30 PM","4620 S 20TH ST,MKE","6","TRBL W/SUBJ","Service in Progress",NA
"10978",230901434,"03/31/2023 07:21:12 PM","S86W18590 SUE MARY LA, MUSKEGO","CITY","FOLLOW UP","Assignment Completed",NA
"10979",230901432,"03/31/2023 07:20:43 PM","N 40TH ST / W CHERRY ST,MKE","3","PATROL","Assignment Completed",NA
"10980",230901430,"03/31/2023 07:20:35 PM","4468 N 66TH ST,MKE","7","FOLLOW UP","Service in Progress",NA
"10981",230901412,"03/31/2023 07:20:16 PM","5634 W OKLAHOMA AV,MKE","6","CALL FOR POLICE","Unable to Locate Complainant",NA
"10982",230901426,"03/31/2023 07:18:38 PM","2000 W WHITAKER AV,MKE","6","TRAFFIC LASER","Assignment Completed",NA
"10983",230901424,"03/31/2023 07:18:15 PM","161 W WISCONSIN AV,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"10984",230901345,"03/31/2023 07:15:56 PM","1315 W MINERAL ST,MKE","2","THREAT","Service in Progress",NA
"10985",230901421,"03/31/2023 07:15:22 PM","1900 S LAYTON BL,MKE","2","INVESTIGATION","Assignment Completed",NA
"10986",230901375,"03/31/2023 07:15:12 PM","N 107TH ST / W BRADLEY RD,MKE","4","ACC PDO","Service in Progress",NA
"10987",230901391,"03/31/2023 06:56:43 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Assignment Completed",NA
"10988",230901374,"03/31/2023 06:52:23 PM","4544 W FOREST HOME AV,MKE","6","SHOPLIFTER","Advised",NA
"10989",230901358,"03/31/2023 06:42:06 PM","W FOND DU LAC AV / W BALDWIN ST,MKE","7","PATROL","Assignment Completed",NA
"10990",230901303,"03/31/2023 07:39:31 PM","2417 W ROOSEVELT DR,MKE","5","THREAT","To be Filed",NA
"10991",230901458,"03/31/2023 07:38:57 PM","2920 N VEL R PHILLIPS AV,MKE","5","RETURN STATION","Service in Progress",NA
"10992",230901456,"03/31/2023 07:37:24 PM","N 60TH ST / W SILVER SPRING DR,MKE","4","ACC PDO","Service in Progress",NA
"10993",230901438,"03/31/2023 07:37:10 PM","1942 N 18TH ST,MKE","3","TRBL W/SUBJ","Advised",NA
"10994",230901451,"03/31/2023 07:37:05 PM","2337 S 9TH PL,MKE","2","SHOTSPOTTER","Unable to Locate Complainant",NA
"10995",230901454,"03/31/2023 07:35:31 PM","3811 W LINCOLN AV,MKE","2","ASSIGNMENT","Service in Progress",NA
"10996",230901416,"03/31/2023 07:33:01 PM","4959 N 54TH ST,MKE","7","CALL FOR POLICE","Advised",NA
"10997",230901351,"03/31/2023 07:32:57 PM","2700 N MARTIN L KING JR DR,MKE","5","TRBL W/SUBJ","Advised",NA
"10998",230901447,"03/31/2023 07:31:55 PM","2078 W BOLIVAR AV,MKE","6","TRAFFIC STOP","City Citation(s) Issued",NA
"10999",230901448,"03/31/2023 07:31:55 PM","214 E FLORIDA ST,MKE","1","PATROL","Assignment Completed",NA
"11000",230901446,"03/31/2023 07:31:54 PM","4300 W OKLAHOMA AV,MKE","6","TRAFFIC STOP","Advised",NA
"11001",230901442,"03/31/2023 07:29:38 PM","5541 N TEUTONIA AV,MKE","4","BATTERY","Advised/Referral",NA
"11002",230901402,"03/31/2023 07:26:20 PM","527 W GREENFIELD AV,MKE","2","NOTIFICATION","Advised",NA
"11003",230901312,"03/31/2023 07:11:32 PM","1160 W MONTANA ST,MKE","6","LANDLORD/TEN TRB","Advised",NA
"11004",230901410,"03/31/2023 07:08:04 PM","S 25TH ST / W NATIONAL AV,MKE","2","ABDUCTION","Advised/Referral",NA
"11005",230901316,"03/31/2023 07:05:02 PM","3029 N RICHARDS ST,MKE","5","WELFARE CITIZEN","Advised",NA
"11006",230901361,"03/31/2023 06:44:51 PM","S 76TH ST / W OKLAHOMA AV,MKE","6","ACC PDO","To be Filed",NA
"11007",230901367,"03/31/2023 07:49:46 PM","3539 N 64TH ST,MKE","7","ENTRY","Advised",NA
"11008",230901470,"03/31/2023 07:48:44 PM","D6","SPD","RETURN STATION","Service in Progress",NA
"11009",230901469,"03/31/2023 07:48:38 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Cleared by Arrest",NA
"11010",230901468,"03/31/2023 07:47:24 PM","405 N 27TH ST,MKE","3","BUSINESS CHECK","Assignment Completed",NA
"11011",230901465,"03/31/2023 07:47:17 PM","3130 N 35TH ST,MKE","7","ENTRY","Service in Progress",NA
"11012",230901466,"03/31/2023 07:46:42 PM","1430 E BRADY ST,MKE","1","WELFARE CITIZEN","Service in Progress",NA
"11013",230901464,"03/31/2023 07:43:58 PM","N WATER ST / E JUNEAU AV,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"11014",230901460,"03/31/2023 07:41:30 PM","2333 N 49TH ST,MKE","3","RETURN STATION","Assignment Completed",NA
"11015",230901458,"03/31/2023 07:38:57 PM","2920 N VEL R PHILLIPS AV,MKE","5","RETURN STATION","Assignment Completed",NA
"11016",230901345,"03/31/2023 07:15:56 PM","1315 W MINERAL ST,MKE","2","THREAT","Advised",NA
"11017",230901229,"03/31/2023 07:09:05 PM","N 47TH ST / W HADLEY ST,MKE","7","ACC PDO","Unable to Locate Complainant",NA
"11018",230901405,"03/31/2023 07:02:19 PM","749 W STATE ST,MKE","1","REPORTS","To be Filed",NA
"11019",230901473,"03/31/2023 07:58:46 PM","W VLIET ST / N HAWLEY RD,MKE","3","ACC UNKN INJ","Service in Progress",NA
"11020",230901484,"03/31/2023 07:57:52 PM","1721 W CANAL ST,MKE","3","SPECIAL ASSIGN","Service in Progress",NA
"11021",230901441,"03/31/2023 07:55:04 PM","5954 N 66TH ST,MKE","4","SUBJ WITH WEAPON","Service in Progress",NA
"11022",230901481,"03/31/2023 07:54:55 PM","4060 S 20TH ST,MKE","6","TRAFFIC STOP","Advised",NA
"11023",230901479,"03/31/2023 07:54:30 PM","N 61ST ST / W MEDFORD AV,MKE","7","PATROL","Service in Progress",NA
"11024",230901478,"03/31/2023 07:54:13 PM","5803 S MADELINE AV,MKE","6","FOLLOW UP","Assignment Completed",NA
"11025",230901476,"03/31/2023 07:53:52 PM","3626 W FOND DU LAC AV,MKE","7","RETURN STATION","Service in Progress",NA
"11026",230901465,"03/31/2023 07:47:17 PM","3130 N 35TH ST,MKE","7","ENTRY","Advised/Referral",NA
"11027",230901505,"03/31/2023 08:09:59 PM","4533 N 36TH ST,MKE","7","SHOTSPOTTER","Service in Progress",NA
"11028",230901502,"03/31/2023 08:09:18 PM","1633 N ARLINGTON PL,MKE","1","SUBJ WITH GUN","Assignment Completed",NA
"11029",230901377,"03/31/2023 08:08:37 PM","745 S LAYTON BL,MKE","2","THEFT","Service in Progress",NA
"11030",230901485,"03/31/2023 08:08:29 PM","4419 N 29TH ST,MKE","5","CALL FOR POLICE","Unable to Locate Complainant",NA
"11031",230901501,"03/31/2023 08:08:04 PM","2700 W HOWARD AV,MKE","6","PATROL","Service in Progress",NA
"11032",230901496,"03/31/2023 08:07:21 PM","2829 W JUNEAU AV,MKE","3","RECOVERED VEH","To be Filed",NA
"11033",230901499,"03/31/2023 08:06:33 PM","2066 S 37TH ST,MKE","2","TAVERN CHECK","Assignment Completed",NA
"11034",230901497,"03/31/2023 08:06:10 PM","4715 W VLIET ST,MKE","3","RETURN STATION","Service in Progress",NA
"11035",230901491,"03/31/2023 08:04:00 PM","812 S LAYTON BL,MKE","2","BUSINESS CHECK","Assignment Completed",NA
"11036",230901453,"03/31/2023 08:02:59 PM","6569 N 104TH CT,MKE","4","WELFARE CITIZEN","Advised",NA
"11037",230901436,"03/31/2023 08:02:28 PM","5067 N 41ST ST,MKE","7","WELFARE CITIZEN","Unable to Locate Complainant",NA
"11038",230901489,"03/31/2023 08:02:05 PM","3618 N 14TH ST,MKE","5","FOLLOW UP","Service in Progress",NA
"11039",230901488,"03/31/2023 08:01:47 PM","2700 W HOWARD AV,MKE","6","TRAFFIC STOP","Service in Progress",NA
"11040",230901487,"03/31/2023 08:01:31 PM","3006 S 27TH ST,MKE","6","RETURN STATION","Service in Progress",NA
"11041",230901486,"03/31/2023 08:00:20 PM","E VINE ST / N 1ST ST,MKE","5","PARK AND WALK","Service in Progress",NA
